"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivityTitle","BudgetLineItem","LineNumber","LineNumber","SAG","IncludeInTOA","Classified","FiscalYear","OriginType","Var.16","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"2550",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Mission and Other Flight Operations","010","010","1A1A","Y","U",2017,"Total",NA,NA,NA,NA,5022217,NA
"2551",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Fleet Air Training","020","020","1A2A","Y","U",2017,"Total",NA,NA,NA,NA,1722473,NA
"2552",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Aviation Technical Data & Engineering Services","030","030","1A3A","Y","U",2017,"Total",NA,NA,NA,NA,52670,NA
"2553",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Air Operations and Safety Support","040","040","1A4A","Y","U",2017,"Total",NA,NA,NA,NA,102187,NA
"2554",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Air Systems Support","050","050","1A4N","Y","U",2017,"Total",NA,NA,NA,NA,605782,NA
"2555",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Aircraft Depot Maintenance","060","060","1A5A","Y","U",2017,"Total",NA,NA,NA,NA,1121675,NA
"2556",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Aircraft Depot Operations Support","070","070","1A6A","Y","U",2017,"Total",NA,NA,NA,NA,40088,NA
"2557",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Aviation Logistics","080","080","1A9A","Y","U",2017,"Total",NA,NA,NA,NA,600249,NA
"2558",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","Mission and Other Ship Operations","090","090","1B1B","Y","U",2017,"Total",NA,NA,NA,NA,4586163,NA
"2559",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","Ship Operations Support & Training","100","100","1B2B","Y","U",2017,"Total",NA,NA,NA,NA,761071,NA
"2560",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","Ship Depot Maintenance","110","110","1B4B","Y","U",2017,"Total",NA,NA,NA,NA,8071704,NA
"2561",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","Ship Depot Operations Support","120","120","1B5B","Y","U",2017,"Total",NA,NA,NA,NA,1575578,NA
"2562",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Combat Communications","130","130","1C1C","Y","U",2017,"Total",NA,NA,NA,NA,579984,NA
"2563",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Electronic Warfare","140","140","1C2C","Y","U",2017,"Total",NA,NA,NA,NA,105680,NA
"2564",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Space Systems and Surveillance","150","150","1C3C","Y","U",2017,"Total",NA,NA,NA,NA,180406,NA
"2565",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Warfare Tactics","160","160","1C4C","Y","U",2017,"Total",NA,NA,NA,NA,492635,NA
"2566",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Operational Meteorology and Oceanography","170","170","1C5C","Y","U",2017,"Total",NA,NA,NA,NA,369637,NA
"2567",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Combat Support Forces","180","180","1C6C","Y","U",2017,"Total",NA,NA,NA,NA,1733993,NA
"2568",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Equipment Maintenance","190","190","1C7C","Y","U",2017,"Total",NA,NA,NA,NA,125050,NA
"2569",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Depot Operations Support","200","200","1C8C","Y","U",2017,"Total",NA,NA,NA,NA,2509,NA
"2570",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Combatant Commanders Core Operations","210","210","1CCH","Y","U",2017,"Total",NA,NA,NA,NA,91019,NA
"2571",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Combatant Commanders Direct Mission Support","220","220","1CCM","Y","U",2017,"Total",NA,NA,NA,NA,74780,NA
"2572",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","Cruise Missile","230","230","1D1D","Y","U",2017,"Total",NA,NA,NA,NA,106030,NA
"2573",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","Fleet Ballistic Missile","240","240","1D2D","Y","U",2017,"Total",NA,NA,NA,NA,1233805,NA
"2574",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","In-Service Weapons Systems Support","250","250","1D3D","Y","U",2017,"Total",NA,NA,NA,NA,224025,NA
"2575",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","Weapons Maintenance","260","260","1D4D","Y","U",2017,"Total",NA,NA,NA,NA,862314,NA
"2576",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","Other Weapon Systems Support","270","270","1D7D","Y","U",2017,"Total",NA,NA,NA,NA,358010,NA
"2577",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","Enterprise Information","280","280","BSIT","Y","U",2017,"Total",NA,NA,NA,NA,790685,NA
"2578",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","Sustainment, Restoration and Modernization","290","290","BSM1","Y","U",2017,"Total",NA,NA,NA,NA,1669831,NA
"2579",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","Base Operating Support","300","300","BSS1","Y","U",2017,"Total",NA,NA,NA,NA,4425661,NA
"2580",2017,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Ready Reserve and Prepositioning Force","Ship Prepositioning and Surge","310","310","2A1F","Y","U",2017,"Total",NA,NA,NA,NA,893517,NA
"2581",2017,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Ready Reserve and Prepositioning Force","Ready Reserve Force","320","320","2A2F","Y","U",2017,"Total",NA,NA,NA,NA,274524,NA
"2582",2017,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Activations/Inactivations","Aircraft Activations/Inactivations","330","330","2B1G","Y","U",2017,"Total",NA,NA,NA,NA,8257,NA
"2583",2017,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Activations/Inactivations","Ship Activations/Inactivations","340","340","2B2G","Y","U",2017,"Total",NA,NA,NA,NA,288154,NA
"2584",2017,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","Expeditionary Health Services Systems","350","350","2C1H","Y","U",2017,"Total",NA,NA,NA,NA,106030,NA
"2585",2017,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","Industrial Readiness","360","360","2C2H","Y","U",2017,"Total",NA,NA,NA,NA,2109,NA
"2586",2017,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","Coast Guard Support","370","370","2C3H","Y","U",2017,"Total",NA,NA,NA,NA,183806,NA
"2587",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","Officer Acquisition","380","380","3A1J","Y","U",2017,"Total",NA,NA,NA,NA,143815,NA
"2588",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","Recruit Training","390","390","3A2J","Y","U",2017,"Total",NA,NA,NA,NA,8519,NA
"2589",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","Reserve Officers Training Corps","400","400","3A3J","Y","U",2017,"Total",NA,NA,NA,NA,143445,NA
"2590",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Specialized Skill Training","410","410","3B1K","Y","U",2017,"Total",NA,NA,NA,NA,742579,NA
"2591",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Flight Training","420","420","3B2K","Y","U",2017,"Total",NA,NA,NA,NA,5310,NA
"2592",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Professional Development Education","430","430","3B3K","Y","U",2017,"Total",NA,NA,NA,NA,172852,NA
"2593",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Training Support","440","440","3B4K","Y","U",2017,"Total",NA,NA,NA,NA,222728,NA
"2594",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Recruiting and Advertising","450","450","3C1L","Y","U",2017,"Total",NA,NA,NA,NA,225647,NA
"2595",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Off-Duty and Voluntary Education","460","460","3C3L","Y","U",2017,"Total",NA,NA,NA,NA,130569,NA
"2596",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Civilian Education and Training","470","470","3C4L","Y","U",2017,"Total",NA,NA,NA,NA,73730,NA
"2597",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Junior ROTC","480","480","3C5L","Y","U",2017,"Total",NA,NA,NA,NA,50400,NA
"2598",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Administration","490","490","4A1M","Y","U",2017,"Total",NA,NA,NA,NA,921217,NA
"2599",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","External Relations","500","500","4A2M","Y","U",2017,"Total",NA,NA,NA,NA,15085,NA
"2600",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Civilian Manpower and Personnel Management","510","510","4A3M","Y","U",2017,"Total",NA,NA,NA,NA,124070,NA
"2601",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Military Manpower and Personnel Management","520","520","4A4M","Y","U",2017,"Total",NA,NA,NA,NA,375176,NA
"2602",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Other Personnel Support","530","530","4A5M","Y","U",2017,"Total",NA,NA,NA,NA,287505,NA
"2603",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Servicewide Communications","540","540","4A6M","Y","U",2017,"Total",NA,NA,NA,NA,345525,NA
"2604",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Spectrum Relocation Pre-Auction","550","550","4A6S","Y","U",2017,"Total",NA,NA,NA,NA,0,NA
"2605",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Medical Activities","560","560","4A8M","Y","U",2017,"Total",NA,NA,NA,NA,0,NA
"2606",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Servicewide Transportation","570","570","4B1N","Y","U",2017,"Total",NA,NA,NA,NA,298359,NA
"2607",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Environmental Programs","580","580","4B2E","Y","U",2017,"Total",NA,NA,NA,NA,0,NA
"2608",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Planning, Engineering and Design","590","590","4B2N","Y","U",2017,"Total",NA,NA,NA,NA,270863,NA
"2609",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Acquisition and Program Management","600","600","4B3N","Y","U",2017,"Total",NA,NA,NA,NA,1122027,NA
"2610",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Hull, Mechanical and Electrical Support","610","610","4B5N","Y","U",2017,"Total",NA,NA,NA,NA,49078,NA
"2611",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Combat/Weapons Systems","620","620","4B6N","Y","U",2017,"Total",NA,NA,NA,NA,24989,NA
"2612",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Space and Electronic Warfare Systems","630","630","4B7N","Y","U",2017,"Total",NA,NA,NA,NA,72966,NA
"2613",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Investigations and Security Programs","Naval Investigative Service","640","640","4C1P","Y","U",2017,"Total",NA,NA,NA,NA,597212,NA
"2614",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Support of Other Nations","International Headquarters and Agencies","700","700","4D1Q","Y","U",2017,"Total",NA,NA,NA,NA,4809,NA
"2615",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","Cancelled Account Adjustments","710","710","4EMM","Y","U",2017,"Total",NA,NA,NA,NA,0,NA
"2616",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","Judgement Fund","720","720","4EPJ","Y","U",2017,"Total",NA,NA,NA,NA,0,NA
"2617",2017,"1804N","Operation & Maintenance, Navy","","04","Admin & Srvwd Activities","","Classified Programs","","","9999","Y","U",2017,"Total",NA,NA,NA,NA,533720,NA
"2618",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","Operational Forces","010","010","1A1A","Y","U",2017,"Total",NA,NA,NA,NA,1546548,NA
"2619",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","Field Logistics","020","020","1A2A","Y","U",2017,"Total",NA,NA,NA,NA,1213518,NA
"2620",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","Depot Maintenance","030","030","1A3A","Y","U",2017,"Total",NA,NA,NA,NA,353783,NA
"2621",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","USMC Prepositioning","Maritime Prepositioning","040","040","1B1B","Y","U",2017,"Total",NA,NA,NA,NA,85276,NA
"2622",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Base Support","Sustainment, Restoration & Modernization","050","050","BSM1","Y","U",2017,"Total",NA,NA,NA,NA,632673,NA
"2623",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Base Support","Base Operating Support","060","060","BSS1","Y","U",2017,"Total",NA,NA,NA,NA,2155202,NA
"2624",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Accession Training","Recruit Training","070","070","3A1C","Y","U",2017,"Total",NA,NA,NA,NA,15946,NA
"2625",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Accession Training","Officer Acquisition","080","080","3A2C","Y","U",2017,"Total",NA,NA,NA,NA,935,NA
"2626",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Specialized Skill Training","090","090","3B1D","Y","U",2017,"Total",NA,NA,NA,NA,99305,NA
"2627",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Professional Development Education","100","100","3B3D","Y","U",2017,"Total",NA,NA,NA,NA,45495,NA
"2628",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Training Support","110","110","3B4D","Y","U",2017,"Total",NA,NA,NA,NA,401729,NA
"2629",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Recruiting and Advertising","120","120","3C1F","Y","U",2017,"Total",NA,NA,NA,NA,165566,NA
"2630",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Off-Duty and Voluntary Education","130","130","3C2F","Y","U",2017,"Total",NA,NA,NA,NA,35133,NA
"2631",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Junior ROTC","140","140","3C3F","Y","U",2017,"Total",NA,NA,NA,NA,23622,NA
"2632",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Servicewide Transportation","150","150","4A3G","Y","U",2017,"Total",NA,NA,NA,NA,108334,NA
